key,barrier_kcal,delta_g_rxn_kcal,barrier_qharm_kcal,delta_g_rxn_qharm_kcal,reactant_complex_key,reactant_cl_key,product_complex_key,product_c_radical_key,barrier_aarontools_rrho_kcal,delta_g_rxn_aarontools_rrho_kcal,barrier_qrrho_kcal,delta_g_rxn_qrrho_kcal,barrier_full_qrrho_kcal,delta_g_rxn_full_qrrho_kcal,delta_barrier_qharm_vs_original,delta_barrier_qharm_vs_at_rrho,delta_barrier_at_rrho_vs_original,delta_rxn_qharm_vs_original
B_00394_LB_00295_Cl_00595,27.2417328,-10.992294,22.395634085675752,-10.654826226705769,B_00394_LB_00295_r,Cl_00595_r,B_00394_LB_00295_p,Cl_00595_p,17.573824214853293,-11.860339957978574,20.870771436673675,-11.044452195491173,19.338239098994404,-11.409736686284738,-4.846098714324249,4.8218098708224595,-9.667908585146709,0.3374677732942306
B_00394_LB_00296_Cl_00443,26.85897663,-11.1003495,18.47046804842045,-12.321341870834342,B_00394_LB_00296_r,Cl_00443_r,B_00394_LB_00296_p,Cl_00443_p,15.859094838620123,-12.12801014997945,17.821069987487018,-12.242891090231256,16.60050489053466,-12.221741867133751,-8.38850858157955,2.611373209800327,-10.999881791379877,-1.2209923708343418
B_00394_LB_00296_Cl_00445,26.3359491,-12.5172445,15.972214377692728,-13.767642963009868,B_00394_LB_00296_r,Cl_00445_r,B_00394_LB_00296_p,Cl_00445_p,14.582889380357747,-13.417806461637031,15.838593929539156,-13.615222689635365,14.784984302616543,-13.583857823494906,-10.363734722307273,1.389324997334981,-11.753059719642254,-1.2503984630098675
B_00394_LB_00296_Cl_00446,24.88383253,-11.7366345,16.775274493317983,-13.886701470731044,B_00394_LB_00296_r,Cl_00446_r,B_00394_LB_00296_p,Cl_00446_p,14.868929793128173,-13.196852517725425,16.44247935032598,-13.604819165137341,15.209734692812114,-13.585007759684496,-8.108558036682016,1.9063447001898108,-10.014902736871827,-2.1500669707310447
B_00394_LB_00296_Cl_00451,26.18327835,-5.021757,17.73387881273983,-4.40345305667586,B_00394_LB_00296_r,Cl_00451_r,B_00394_LB_00296_p,Cl_00451_p,15.409363250693902,-5.058477448877637,17.225091969232672,-4.590652141074773,16.03577532109233,-4.818853304881116,-8.449399537260167,2.3245155620459297,-10.773915099306096,0.6183039433241397
B_00394_LB_00296_Cl_00463,28.37669832,-5.31574075,19.624106615328643,-7.374830135263808,B_00394_LB_00296_r,Cl_00463_r,B_00394_LB_00296_p,Cl_00463_p,17.420574213367036,-6.893827939457081,19.119629546491183,-7.264687199419615,17.962516532610394,-7.078644681795076,-8.752591704671357,2.2035324019616063,-10.956124106632963,-2.0590893852638086
B_00394_LB_00296_Cl_00513,25.2749972,-11.309056,16.204059278336008,-12.53507850104006,B_00394_LB_00296_r,Cl_00513_r,B_00394_LB_00296_p,Cl_00513_p,14.016356247837663,-12.586333075656313,15.799349000400102,-12.495040850976002,14.501807370849379,-12.633997395496788,-9.070937921663994,2.1877030304983442,-11.258640952162338,-1.2260225010400596
B_00394_LB_00296_Cl_00544,26.82146467,-10.4791245,18.118749983069986,-11.526247455437568,B_00394_LB_00296_r,Cl_00544_r,B_00394_LB_00296_p,Cl_00544_p,15.899791894291354,-11.347897934981834,17.665048250321178,-11.441612387390025,16.447028725354492,-11.44109414480984,-8.702714686930015,2.2189580887786313,-10.921672775708647,-1.047122955437569
B_00394_LB_00296_Cl_00549,27.4130905,-16.5006145,17.40798263113205,-16.718116396829544,B_00394_LB_00296_r,Cl_00549_r,B_00394_LB_00296_p,Cl_00549_p,15.191202233024402,-16.66033228578933,16.88637087206944,-16.67724504275694,15.791208998988004,-16.713593310289063,-10.005107868867949,2.216780398107648,-12.221888266975597,-0.21750189682954257
B_00394_LB_00296_Cl_00574,29.57335338,-6.042072,19.908495151704635,-6.779849279800098,B_00394_LB_00296_r,Cl_00574_r,B_00394_LB_00296_p,Cl_00574_p,17.945445559890885,-6.810664211470797,19.574526123259435,-6.724749307154958,18.361696975174787,-6.88046096332264,-9.664858228295365,1.9630495918137498,-11.627907820109115,-0.7377772798000981
B_00394_LB_00296_Cl_00590,23.96569963,-13.05607875,15.14803699809756,-15.60000900643275,B_00394_LB_00296_r,Cl_00590_r,B_00394_LB_00296_p,Cl_00590_p,12.694420020567604,-15.099821825290391,14.625992165768423,-15.41666472019221,13.290100457800168,-15.369897642304228,-8.81766263190244,2.453616977529956,-11.271279609432396,-2.54393025643275
B_00394_LB_00296_Cl_00591,32.06726428,-4.57315725,21.91932481152216,-5.739140741113715,B_00394_LB_00296_r,Cl_00591_r,B_00394_LB_00296_p,Cl_00591_p,20.664924010633403,-5.580152142565476,21.739452369929467,-5.749113791388345,20.86764805385411,-5.622277593590336,-10.147939468477844,1.2544008008887566,-11.4023402693666,-1.1659834911137148
B_00394_LB_00296_Cl_00597,24.82541228,-7.2449895,15.985672307638342,-8.529831566996213,B_00394_LB_00296_r,Cl_00597_r,B_00394_LB_00296_p,Cl_00597_p,14.751328471269979,-8.142443750164203,15.894313064142551,-8.371701625039803,14.849533747612538,-8.37018112916279,-8.839739972361656,1.2343438363683639,-10.07408380873002,-1.2848420669962133
B_00394_LB_00296_Cl_00602,28.0621514,-6.285542,21.004884516217256,-6.648937333930775,B_00394_LB_00296_r,Cl_00602_r,B_00394_LB_00296_p,Cl_00602_p,18.438686159417458,-6.757041401622434,20.453564556005762,-6.659221643019826,19.121630385232304,-6.755764529941213,-7.057266883782745,2.5661983567997986,-9.623465240582544,-0.3633953339307743
B_00394_LB_00297_Cl_00617,19.65491268,-6.32601575,16.645636130946524,-4.380934329608612,B_00394_LB_00297_r,Cl_00617_r,B_00394_LB_00297_p,Cl_00617_p,12.45376595857462,-4.673496827099794,15.395543989975383,-4.491876030337331,13.906737292486428,-4.574582228711837,-3.0092765490534745,4.191870172371905,-7.2011467214253795,1.9450814203913875
B_00394_LB_00302_Cl_00443,31.43891087,-5.02269825,23.697903949252247,-5.159066511193965,B_00394_LB_00302_r,Cl_00443_r,B_00394_LB_00302_p,Cl_00443_p,21.362906742885357,-5.394658042303448,23.231222351406856,-5.17924073385095,21.950353833521003,-5.314533864155849,-7.741006920747754,2.3349972063668893,-10.076004127114643,-0.13636826119396428
B_00394_LB_00302_Cl_00455,29.57937738,-8.93829825,21.0456151447171,-8.766171077921417,B_00394_LB_00302_r,Cl_00455_r,B_00394_LB_00302_p,Cl_00455_p,18.39488542819689,-9.303198397577452,20.466888196777102,-8.885477912400011,19.10027434972668,-9.11545481392777,-8.5337622352829,2.6507297165202104,-11.18449195180311,0.17212717207858397
B_00394_LB_00302_Cl_00491,22.9109537,-6.27368225,17.68433671077489,-6.827677469766613,B_00394_LB_00302_r,Cl_00491_r,B_00394_LB_00302_p,Cl_00491_p,16.01634395478599,-6.883295768744592,17.457207558948294,-6.784133898140706,16.345636093861792,-6.889385069266752,-5.226616989225111,1.667992755988898,-6.894609745214009,-0.5539952197666125
B_00394_LB_00302_Cl_00513,29.2695869,-5.23140475,19.052935204624745,-5.372803141471024,B_00394_LB_00302_r,Cl_00513_r,B_00394_LB_00302_p,Cl_00513_p,17.366274759632375,-5.8529809681229885,18.86587817285723,-5.4313904948097145,17.63779446945084,-5.726789392447545,-10.216651695375255,1.68666044499237,-11.903312140367625,-0.1413983914710233
B_00394_LB_00302_Cl_00544,31.76954063,-4.40147325,23.79221958661834,-4.36397209579719,B_00394_LB_00302_r,Cl_00544_r,B_00394_LB_00302_p,Cl_00544_p,21.645818801039066,-4.614545827591188,23.366428320454684,-4.377962031009719,22.18086426255937,-4.533886141831936,-7.977321043381661,2.1464007855792744,-10.123721828960935,0.03750115420280942
B_00394_LB_00302_Cl_00549,29.13608,-10.42296325,19.947469045061048,-9.555841037189166,B_00394_LB_00302_r,Cl_00549_r,B_00394_LB_00302_p,Cl_00549_p,17.639790913959946,-9.926980178113327,19.48719723033031,-9.613594686376636,18.253382666780738,-9.806385307025801,-9.188610954938952,2.3076781311011025,-11.496289086040054,0.867122212810834
B_00394_LB_00302_Cl_00613,32.28894747,-7.08968325,24.54690325999433,-5.773095127409836,B_00394_LB_00302_r,Cl_00613_r,B_00394_LB_00302_p,Cl_00613_p,21.20288601731094,-6.509988079457736,23.6763111629755,-5.885633313781692,22.254916502666127,-6.291537415010504,-7.742044210005666,3.344017242683389,-11.086061452689055,1.3165881225901641
B_00394_LB_00302_Cl_00621,25.9323662,-8.18467075,18.66836097853939,-7.110604656474413,B_00394_LB_00302_r,Cl_00621_r,B_00394_LB_00302_p,Cl_00621_p,16.1877209624778,-7.603700090396213,18.147528564589532,-7.1932101644708615,16.85283550000855,-7.4630848251628645,-7.264005221460611,2.4806400160615887,-9.7446452375222,1.0740660935255875
B_00394_LB_00305_Cl_00535,31.34418347,-11.19817675,25.75090636935701,-8.528783416104368,B_00394_LB_00305_r,Cl_00535_r,B_00394_LB_00305_p,Cl_00535_p,22.815588829663692,-9.863239183489611,24.98004630232196,-9.139107633808043,23.74901969150519,-9.219509883745829,-5.5932771006429896,2.935317539693319,-8.528594640336308,2.6693933338956324
B_00394_LB_00307_Cl_00443,21.73156745,-22.155268,14.93626082679681,-21.21655503261943,B_00394_LB_00307_r,Cl_00443_r,B_00394_LB_00307_p,Cl_00443_p,11.883408430323048,-22.021902093038115,14.193901584669325,-21.55364640774831,12.79361306164016,-21.67192631699665,-6.7953066232031905,3.052852396473762,-9.848159019676952,0.938712967380571
B_00394_LB_00307_Cl_00461,28.17070263,-14.403133,20.6181443266871,-13.034205598463757,B_00394_LB_00307_r,Cl_00461_r,B_00394_LB_00307_p,Cl_00461_p,18.309927352278837,-13.891151582743573,20.115675127105167,-13.46639266547215,18.854573245811782,-13.487606749220529,-7.5525583033129,2.308216974408264,-9.860775277721164,1.3689274015362436
B_00394_LB_00307_Cl_00472,20.9860347,-19.04845275,14.386050862176477,-17.854996713435217,B_00394_LB_00307_r,Cl_00472_r,B_00394_LB_00307_p,Cl_00472_p,12.379415468994337,-18.404493814285974,14.0621906979921,-18.157788662170727,12.754765749788445,-18.151387190401074,-6.599983837823524,2.0066353931821403,-8.606619231005665,1.1934560365647826
B_00394_LB_00309_Cl_00443,23.72870542,-19.56036725,16.28701017306867,-20.26874625175927,B_00394_LB_00309_r,Cl_00443_r,B_00394_LB_00309_p,Cl_00443_p,13.175127426370462,-20.74244059132155,15.500390705417146,-20.451158904169123,14.133692929077426,-20.50776031261361,-7.4416952469313316,3.111882746698207,-10.553577993629538,-0.7083790017592726
B_00394_LB_00309_Cl_00446,25.5469306,-20.19665225,16.498713126573538,-21.834105851370616,B_00394_LB_00309_r,Cl_00446_r,B_00394_LB_00309_p,Cl_00446_p,14.502645101477142,-21.81128295963824,16.196964622315914,-21.81308697936057,14.866593554976303,-21.871026205164352,-9.048217473426462,1.9960680250963954,-11.044285498522857,-1.6374536013706162
B_00394_LB_00309_Cl_00449,24.58468445,-18.86384225,16.041835024682662,-19.413611840635216,B_00394_LB_00309_r,Cl_00449_r,B_00394_LB_00309_p,Cl_00449_p,14.270711929461777,-19.606165070882696,15.822958442327552,-19.468151308426847,14.5372128960527,-19.564713714139327,-8.542849425317339,1.7711230952208847,-10.313972520538224,-0.5497695906352149
B_00394_LB_00309_Cl_00450,27.07201915,-14.11680475,18.207426509254887,-13.414278940308902,B_00394_LB_00309_r,Cl_00450_r,B_00394_LB_00309_p,Cl_00450_p,16.835480138380124,-14.397409655446655,18.053739421936783,-13.654221911962624,16.99288898583567,-14.07512231514027,-8.864592640745112,1.3719463708747632,-10.236539011619875,0.7025258096910978
B_00394_LB_00309_Cl_00453,25.38836762,-7.03170225,20.45681631409212,-7.067438188229122,B_00394_LB_00309_r,Cl_00453_r,B_00394_LB_00309_p,Cl_00453_p,16.209250272091285,-7.842568316337951,19.16319242403091,-7.337964116823804,17.703203242058635,-7.519690335061777,-4.931551305907881,4.247566042000834,-9.179117347908715,-0.0357359382291218
B_00394_LB_00309_Cl_00454,25.58904212,-22.07852475,19.026835968622752,-22.520039759524867,B_00394_LB_00309_r,Cl_00454_r,B_00394_LB_00309_p,Cl_00454_p,15.85846689290625,-23.20196877449452,18.202898932031296,-22.841422433498604,16.826865203712,-22.859779579580216,-6.5622061513772465,3.1683690757165017,-9.730575227093748,-0.441515009524867
B_00394_LB_00309_Cl_00455,20.7734126,-23.47596725,13.72320364749105,-23.875850818486725,B_00394_LB_00309_r,Cl_00455_r,B_00394_LB_00309_p,Cl_00455_p,10.703590400219094,-24.650980946595553,13.02221926326166,-24.157396083003544,11.5836133991859,-24.30868126238553,-7.0502089525089495,3.0196132472719572,-10.069822199780907,-0.39988356848672524
B_00394_LB_00309_Cl_00456,28.16166662,-10.29783975,19.88723276193743,-10.279967480527157,B_00394_LB_00309_r,Cl_00456_r,B_00394_LB_00309_p,Cl_00456_p,17.98365676235663,-11.13186543076569,19.60310152355486,-10.567092353461181,18.366492359138167,-10.77905415345613,-8.274433858062569,1.9035759995807986,-10.178009857643367,0.017872269472842817
B_00394_LB_00309_Cl_00459,29.46239883,-9.96275475,22.181498990811303,-9.118880884540728,B_00394_LB_00309_r,Cl_00459_r,B_00394_LB_00309_p,Cl_00459_p,18.907950620580767,-10.14807172463677,21.309777030987778,-9.46914951963798,19.9398139976887,-9.700685723056697,-7.280899839188699,3.273548370230536,-10.554448209419235,0.8438738654592726
B_00394_LB_00309_Cl_00461,28.82271905,-11.80823225,18.860453741411693,-12.0863968176036,B_00394_LB_00309_r,Cl_00461_r,B_00394_LB_00309_p,Cl_00461_p,17.0849001635457,-12.611690081312368,18.5118650546861,-12.36390516203564,17.510785820232865,-12.323440745122847,-9.962265308588307,1.7755535778659919,-11.7378188864543,-0.2781645676036
B_00394_LB_00309_Cl_00463,26.92437467,-13.7757585,16.980342887711565,-15.322234516331418,B_00394_LB_00309_r,Cl_00463_r,B_00394_LB_00309_p,Cl_00463_p,15.311280039918723,-15.50825838108454,16.78428466973718,-15.472955013642842,15.562739008286057,-15.364663127274932,-9.944031782288434,1.6690628477928424,-11.613094630081276,-1.5464760163314182
B_00394_LB_00309_Cl_00468,33.4625419,-4.96496825,25.41008539586971,-3.6456218453307048,B_00394_LB_00309_r,Cl_00468_r,B_00394_LB_00309_p,Cl_00468_p,22.329575698103056,-4.575791576778798,24.51776486780539,-3.979069458154426,23.370542811761126,-4.162345663618679,-8.052456504130287,3.0805096977666544,-11.132966201896942,1.3193464046692953
B_00394_LB_00309_Cl_00471,25.62111992,-16.1017755,17.09731055626243,-16.74722339689778,B_00394_LB_00309_r,Cl_00471_r,B_00394_LB_00309_p,Cl_00471_p,14.636571228834864,-17.522353525006608,16.59070953014445,-17.02465246823143,15.275588704365601,-17.183601431799946,-8.523809363737573,2.4607393274275644,-10.984548691165138,-0.6454478968977817
B_00394_LB_00309_Cl_00472,24.6744546,-16.453552,14.555695364780998,-16.907187932575063,B_00394_LB_00309_r,Cl_00472_r,B_00394_LB_00309_p,Cl_00472_p,12.851144684257932,-17.125032312569413,14.359635838296262,-17.055301158876897,13.14205398172034,-16.987221186018033,-10.118759235219002,1.7045506805230666,-11.823309915742069,-0.4536359325750645
B_00394_LB_00309_Cl_00491,22.73803352,-20.81135125,13.297269543818077,-21.93735721033192,B_00394_LB_00309_r,Cl_00491_r,B_00394_LB_00309_p,Cl_00491_p,11.794288884566404,-22.231078318048052,13.13876920739668,-22.056052068458882,12.017747988952765,-22.08261151793853,-9.440763976181922,1.5029806592516728,-10.943744635433594,-1.12600596033192
B_00394_LB_00309_Cl_00499,30.55316952,-9.7512245,23.402159724090044,-9.60779441804183,B_00394_LB_00309_r,Cl_00499_r,B_00394_LB_00309_p,Cl_00499_p,20.47419387345508,-10.382924546222,22.62068584312965,-9.939019595090272,21.392267954440616,-10.010274869351898,-7.151009795909957,2.9279658506349655,-10.078975646544922,0.14343008195816864
B_00394_LB_00309_Cl_00502,29.81592605,-6.0974175,20.551963302830487,-7.25419848092444,B_00394_LB_00309_r,Cl_00502_r,B_00394_LB_00309_p,Cl_00502_p,18.36585514562971,-7.455845151210904,20.07067322226201,-7.485471585800823,18.911313670104942,-7.271015587083739,-9.263962747169515,2.1861081572007777,-11.450070904370293,-1.1567809809244407
B_00394_LB_00309_Cl_00511,22.29264658,-19.37789025,14.415796213619274,-20.548614370479356,B_00394_LB_00309_r,Cl_00511_r,B_00394_LB_00309_p,Cl_00511_p,11.818866893532155,-21.35511071618541,13.844768368088287,-20.872442671987226,12.515298696304821,-20.9898211530059,-7.876850366380726,2.596929320087119,-10.473779686467845,-1.1707241204793561
B_00394_LB_00309_Cl_00513,23.57802385,-19.76907375,13.742683981134007,-20.482482882036333,B_00394_LB_00309_r,Cl_00513_r,B_00394_LB_00309_p,Cl_00513_p,11.440286381936975,-21.20076351728377,13.284986871042864,-20.70330866512789,11.995941471756616,-20.920015840976646,-9.835339868865994,2.3023975991970325,-12.137737468063026,-0.7134091320363325
B_00394_LB_00309_Cl_00516,30.30387632,-6.140464,21.228637041030463,-5.585451007525682,B_00394_LB_00309_r,Cl_00516_r,B_00394_LB_00309_p,Cl_00516_p,19.111595087403824,-6.7623431586173774,20.73335903830938,-5.885710240878396,19.674142037253098,-6.344744443162131,-9.075239278969537,2.1170419536266394,-11.192281232596176,0.5550129924743175
B_00394_LB_00309_Cl_00522,32.23162535,-7.083471,21.51121760304653,-7.614835946233095,B_00394_LB_00309_r,Cl_00522_r,B_00394_LB_00309_p,Cl_00522_p,20.15973457583387,-7.8370681543742835,21.363997715994795,-7.68595494009043,20.336277776793633,-7.759520148392527,-10.720407746953473,1.3514830272126588,-12.071890774166132,-0.5313649462330945
B_00394_LB_00309_Cl_00523,26.64976185,-8.993832,18.22942444549259,-9.59818530678604,B_00394_LB_00309_r,Cl_00523_r,B_00394_LB_00309_p,Cl_00523_p,15.898905579777148,-9.892967810440846,17.761783094398478,-9.780445467516891,16.505623580976145,-9.706116682572056,-8.42033740450741,2.330518865715442,-10.750856270222853,-0.6043533067860398
B_00394_LB_00309_Cl_00527,28.7130948,-11.8739315,19.534643805473284,-12.321260075240176,B_00394_LB_00309_r,Cl_00527_r,B_00394_LB_00309_p,Cl_00527_p,17.52545958258411,-13.12813804005015,19.18844746689638,-12.518771228951458,17.994239539075608,-12.847320161756032,-9.178450994526717,2.009184222889175,-11.187635217415892,-0.4473285752401761
B_00394_LB_00309_Cl_00528,28.8934383,-8.292538,20.174057901106885,-9.22822902269376,B_00394_LB_00309_r,Cl_00528_r,B_00394_LB_00309_p,Cl_00528_p,17.206714776518506,-9.893674120458353,19.471430698111273,-9.476723906571367,18.111858004830687,-9.574004747887683,-8.719380398893115,2.9673431245883783,-11.686723523481493,-0.93569102269376
B_00394_LB_00309_Cl_00530,28.41047037,-11.554785,19.898532067424934,-11.83587533590777,B_00394_LB_00309_r,Cl_00530_r,B_00394_LB_00309_p,Cl_00530_p,17.51781530406219,-12.673869992553437,19.368896403892673,-12.205025169989254,18.18318673637512,-12.259753316812322,-8.511938302575064,2.380716763362745,-10.89265506593781,-0.2810903359077699
B_00394_LB_00309_Cl_00531,28.1549963,-9.75869175,17.92606095296154,-10.600098045639708,B_00394_LB_00309_r,Cl_00531_r,B_00394_LB_00309_p,Cl_00531_p,16.16489185849587,-10.763269457969129,17.649422047811637,-10.711281916093114,16.549161856138525,-10.649425750516365,-10.228935347038462,1.761169094465668,-11.99010444150413,-0.8414062956397075
B_00394_LB_00309_Cl_00532,26.15123193,-12.54818025,17.751559037638245,-13.026737675633662,B_00394_LB_00309_r,Cl_00532_r,B_00394_LB_00309_p,Cl_00532_p,14.9051540099981,-13.51282001527843,17.08482674300277,-13.216995592385702,15.756626830916337,-13.26116373165427,-8.399672892361757,2.846405027640145,-11.246077920001902,-0.478557425633662
B_00394_LB_00309_Cl_00533,27.1005453,-11.718688,19.050047880297136,-13.178134817616122,B_00394_LB_00309_r,Cl_00533_r,B_00394_LB_00309_p,Cl_00533_p,16.226442693290917,-13.311581968405136,18.319818834603865,-13.308747716435551,17.0261318863573,-13.20280821107958,-8.050497419702864,2.823605187006219,-10.874102606709084,-1.4594468176161222
B_00394_LB_00309_Cl_00541,25.80623242,-15.960839,18.57005867653237,-17.456406023377635,B_00394_LB_00309_r,Cl_00541_r,B_00394_LB_00309_p,Cl_00541_p,15.747797762830972,-17.690182293646423,17.874693501171556,-17.640238816297057,16.535006244196744,-17.530870476062553,-7.236173743467631,2.822260913701397,-10.058434657169029,-1.4955670233776353
B_00394_LB_00309_Cl_00547,27.75116867,-10.16669225,19.649253206142426,-9.256145473527209,B_00394_LB_00309_r,Cl_00547_r,B_00394_LB_00309_p,Cl_00547_p,17.487618334560896,-10.749864116128553,19.1830607934152,-9.818132927478478,18.067874357817004,-10.081230118070117,-8.101915463857573,2.16163487158153,-10.263550335439103,0.9105467764727919
B_00394_LB_00309_Cl_00548,29.31407665,-12.38176725,20.527131802764668,-10.98972128012216,B_00394_LB_00309_r,Cl_00548_r,B_00394_LB_00309_p,Cl_00548_p,18.439845108505356,-12.071843900485092,20.128803278199214,-11.365629983510475,18.93600259362158,-11.615419965829487,-8.786944847235333,2.087286694259312,-10.874231541494645,1.3920459698778398
B_00394_LB_00309_Cl_00549,18.44603392,-24.96063225,9.722910819031354,-24.665520778039834,B_00394_LB_00309_r,Cl_00549_r,B_00394_LB_00309_p,Cl_00549_p,6.880536211870654,-25.27476272741679,9.060248507944761,-24.88551285669481,7.7311092753318995,-24.999611755768917,-8.723123100968648,2.8423746071607,-11.565497708129348,0.2951114719601655
B_00394_LB_00309_Cl_00552,28.33313728,-6.19248375,20.092711223371676,-6.928241656903084,B_00394_LB_00309_r,Cl_00552_r,B_00394_LB_00309_p,Cl_00552_p,18.020237771590185,-7.2372407300201145,19.65591314722986,-7.185947557273418,18.522859708473256,-6.990801259010891,-8.240426056628323,2.072473451781491,-10.312899508409814,-0.7357579069030837
B_00394_LB_00309_Cl_00561,28.32977387,-11.00804425,22.289184622260915,-11.29083353445487,B_00394_LB_00309_r,Cl_00561_r,B_00394_LB_00309_p,Cl_00561_p,19.200364888789437,-12.06596366249236,21.442284202572132,-11.637886519631284,20.15409207523848,-11.734799836116723,-6.040589247739085,3.088819733471478,-9.129408981210563,-0.2827892844548714
B_00394_LB_00309_Cl_00563,27.87314212,-9.3343135,20.31496804380641,-10.604083783222954,B_00394_LB_00309_r,Cl_00563_r,B_00394_LB_00309_p,Cl_00563_p,17.588198631883913,-10.897771525280575,19.53645693689922,-10.755019417199962,18.39314121122143,-10.789786968914413,-7.558174076193591,2.726769411922497,-10.284943488116088,-1.2697702832229538
B_00394_LB_00309_Cl_00566,25.91285095,-8.0097865,18.498988921744065,-8.887257895681781,B_00394_LB_00309_r,Cl_00566_r,B_00394_LB_00309_p,Cl_00566_p,16.339432831875804,-9.110843335879368,18.051432533667814,-8.973681544213738,16.84281515887714,-9.047388720324484,-7.413862028255934,2.1595560898682606,-9.573418118124195,-0.8774713956817806
B_00394_LB_00309_Cl_00569,30.00573853,-6.33153775,23.02395045854027,-4.92217086239555,B_00394_LB_00309_r,Cl_00569_r,B_00394_LB_00309_p,Cl_00569_p,20.50378632986496,-5.8327879140316465,22.51512059541894,-5.236892295831625,21.1618729350593,-5.45073071426001,-6.981788071459729,2.5201641286753116,-9.50195220013504,1.4093668876044498
B_00394_LB_00309_Cl_00574,26.87435665,-14.50208975,18.2860286557986,-14.727253660796368,B_00394_LB_00309_r,Cl_00574_r,B_00394_LB_00309_p,Cl_00574_p,15.702422311954745,-15.425094653098256,17.701183312349812,-14.933017121306845,16.39724187017376,-15.166479408802497,-8.5883279942014,2.5836063438438543,-11.171934338045254,-0.22516391079636833
B_00394_LB_00309_Cl_00578,24.2058125,-14.0420695,17.817652506086674,-14.742808303869625,B_00394_LB_00309_r,Cl_00578_r,B_00394_LB_00309_p,Cl_00578_p,14.916730765622804,-15.51793843204979,17.150320913424864,-14.886169795607959,15.765452035464733,-15.296189387610557,-6.388159993913327,2.90092174046387,-9.289081734377197,-0.7007388038696245
B_00394_LB_00309_Cl_00580,28.81277317,-11.0448785,19.318817482167407,-12.05876008600498,B_00394_LB_00309_r,Cl_00580_r,B_00394_LB_00309_p,Cl_00580_p,17.052074130009647,-12.472447327225563,18.826924307513742,-12.170381549300542,17.620744377394768,-12.310156266635255,-9.493955687832592,2.2667433521577607,-11.760699039990353,-1.013881586004981
B_00394_LB_00309_Cl_00581,28.74590677,-7.22321525,20.99119287741969,-5.787475736500914,B_00394_LB_00309_r,Cl_00581_r,B_00394_LB_00309_p,Cl_00581_p,18.501116444861538,-7.04371780949284,20.472486538964798,-6.1070650434619385,19.141903952375063,-6.599265385534478,-7.7547138925803125,2.4900764325581513,-10.244790325138464,1.4357395134990858
B_00394_LB_00309_Cl_00585,23.94247585,-13.2762685,19.257024152838625,-13.637458222303422,B_00394_LB_00309_r,Cl_00585_r,B_00394_LB_00309_p,Cl_00585_p,16.484244163356475,-14.663307065966466,18.531794245332264,-13.959960271309326,17.27982814161443,-14.329240017311887,-4.685451697161376,2.7727799894821494,-7.458231686643526,-0.36118972230342195
B_00394_LB_00309_Cl_00590,22.8738057,-21.5160965,13.569038709841994,-23.547413387429017,B_00394_LB_00309_r,Cl_00590_r,B_00394_LB_00309_p,Cl_00590_p,11.403259117240234,-23.71425226691785,13.194150916759622,-23.624932534344097,11.870085842737746,-23.655916087784085,-9.304766990158004,2.1657795926017602,-11.470546582759765,-2.0313168874290177
B_00394_LB_00309_Cl_00591,26.37947878,-13.033175,19.62278254624548,-13.686545122181323,B_00394_LB_00309_r,Cl_00591_r,B_00394_LB_00309_p,Cl_00591_p,16.070371012577816,-14.194582584192935,18.583528068463654,-13.957381605611573,17.305756723382853,-13.908296039070192,-6.756696233754518,3.552411533667666,-10.309107767422184,-0.6533701221813235
B_00394_LB_00309_Cl_00593,33.47908907,-4.8195765,25.839476185816498,-3.673934934601283,B_00394_LB_00309_r,Cl_00593_r,B_00394_LB_00309_p,Cl_00593_p,23.012813345842886,-4.392621703225618,25.163153271640567,-3.8901922286539414,23.840482278212203,-4.101499999476902,-7.639612884183503,2.8266628399736113,-10.466275724157114,1.145641565398717
B_00394_LB_00309_Cl_00595,26.94702115,-9.87678725,18.427277964210013,-9.27940516073939,B_00394_LB_00309_r,Cl_00595_r,B_00394_LB_00309_p,Cl_00595_p,16.4154668196133,-10.350976351417447,18.09022877430772,-9.661211187162177,16.863016324776712,-9.907967175996076,-8.519743185789988,2.011811144596713,-10.531554330386701,0.5973820892606092
B_00394_LB_00309_Cl_00597,22.00123558,-15.70500725,15.258296802564304,-16.477235948206502,B_00394_LB_00309_r,Cl_00597_r,B_00394_LB_00309_p,Cl_00597_p,11.370551039541741,-16.75687419179166,14.148350218266405,-16.57996943897767,12.685109791281947,-16.656199574642645,-6.742938777435695,3.887745763022563,-10.630684540458258,-0.7722286982065025
B_00394_LB_00309_Cl_00599,24.15415042,-18.23006725,17.082592220378544,-18.637185667337583,B_00394_LB_00309_r,Cl_00599_r,B_00394_LB_00309_p,Cl_00599_p,13.878023118183462,-19.184604513317776,16.261340531530518,-18.8641679481157,14.870465410425323,-18.958601950665795,-7.071558199621457,3.204569102195082,-10.276127301816539,-0.4071184173375819
B_00394_LB_00309_Cl_00600,28.6756958,-8.99853825,22.755195357649917,-8.793548045531782,B_00394_LB_00309_r,Cl_00600_r,B_00394_LB_00309_p,Cl_00600_p,19.224805549825607,-9.56867817392597,21.773091310491935,-9.062904270170693,20.372509759902922,-9.26725026083966,-5.920500442350082,3.53038980782431,-9.450890250174393,0.20499020446821703
