component_type,component_key,log_path,log_found,log_source,target_atom_index,normal_termination,charge,multiplicity,expected_s2,s2_before_annihilation,s2_after_annihilation,s2_final,spin_contamination_before,spin_contamination_after,n_spin_atoms,target_spin_density,max_abs_spin_density,dominant_spin_density,sum_spin_density,total_abs_spin_density,B_Index,N_Index,N_Atomid,Cl_Index
BN_radical_complex_r,BN_00389_00135,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00135_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7607,0.7501,0.7501,0.010700000000000043,9.999999999998899e-05,27,0.804147,0.804147,0.804147,0.9999989999999999,1.5392930000000002,389.0,135.0,3.0,
BN_radical_complex_r,BN_00389_00137,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00137_r_0004.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7593,0.7501,0.7501,0.009299999999999975,9.999999999998899e-05,39,0.680493,0.680493,0.680493,1.0,2.717962,389.0,137.0,5.0,
BN_radical_complex_r,BN_00389_00138,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00138_r_0001.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7604,0.7501,0.7501,0.010399999999999965,9.999999999998899e-05,52,0.858752,0.858752,0.858752,0.9999999999999999,2.0059300000000007,389.0,138.0,4.0,
BN_radical_complex_r,BN_00389_00140,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00140_r_0002.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7596,0.7501,0.7501,0.009600000000000053,9.999999999998899e-05,25,0.770743,0.770743,0.770743,0.9999990000000002,1.626433,389.0,140.0,1.0,
BN_radical_complex_r,BN_00389_00141,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00141_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7589,0.75,0.75,0.008900000000000019,0.0,8,0.688224,0.688224,0.688224,0.999999,1.404285,389.0,141.0,1.0,
BN_radical_complex_r,BN_00389_00143,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00143_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7583,0.75,0.75,0.008299999999999974,0.0,11,0.592811,0.592811,0.592811,0.9999999999999999,1.576232,389.0,143.0,2.0,
BN_radical_complex_r,BN_00389_00144,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00144_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7576,0.75,0.75,0.007600000000000051,0.0,19,0.412711,0.412711,0.412711,1.0,1.249312,389.0,144.0,5.0,
BN_radical_complex_r,BN_00389_00152,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00152_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7646,0.7502,0.7502,0.014599999999999946,0.00019999999999997797,37,0.61096,0.61096,0.61096,1.000002,1.3708139999999998,389.0,152.0,5.0,
BN_radical_complex_r,BN_00389_00153,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00153_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7635,0.7501,0.7501,0.013499999999999956,9.999999999998899e-05,19,0.558725,0.558725,0.558725,1.0000010000000001,1.343499,389.0,153.0,2.0,
BN_radical_complex_r,BN_00389_00155,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00155_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7586,0.7501,0.7501,0.008600000000000052,9.999999999998899e-05,25,0.4421,0.4421,0.4421,1.0000010000000001,1.2523469999999999,389.0,155.0,5.0,
BN_radical_complex_r,BN_00389_00159,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00159_r_0004.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7632,0.7501,0.7501,0.01319999999999999,9.999999999998899e-05,39,0.588079,0.588079,0.588079,1.0,1.5215880000000002,389.0,159.0,0.0,
BN_radical_complex_r,BN_00389_00160,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00160_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7603,0.7501,0.7501,0.010299999999999976,9.999999999998899e-05,19,0.318382,0.392621,0.392621,1.0,1.212672,389.0,160.0,2.0,
BN_radical_complex_r,BN_00389_00163,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00163_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7546,0.75,0.75,0.0046000000000000485,0.0,21,0.390986,0.390986,0.390986,1.0000019999999998,1.24033,389.0,163.0,5.0,
BN_radical_complex_r,BN_00389_00169,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00169_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7574,0.75,0.75,0.007399999999999962,0.0,71,0.546616,0.546616,0.546616,0.9999999999999999,1.51225,389.0,169.0,13.0,
BN_radical_complex_r,BN_00389_00173,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00173_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7562,0.75,0.75,0.006199999999999983,0.0,21,0.497009,0.497009,0.497009,1.0000010000000001,1.300187,389.0,173.0,2.0,
BN_radical_complex_r,BN_00389_00178,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00178_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7599,0.7501,0.7501,0.00990000000000002,9.999999999998899e-05,29,0.426944,0.426944,0.426944,1.0000010000000004,1.5650229999999998,389.0,178.0,2.0,
BN_radical_complex_r,BN_00389_00186,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00186_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7624,0.7501,0.7501,0.012399999999999967,9.999999999998899e-05,25,0.55682,0.55682,0.55682,1.000002,1.355096,389.0,186.0,2.0,
BN_radical_complex_r,BN_00389_00190,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00190_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7605,0.7501,0.7501,0.010499999999999954,9.999999999998899e-05,23,0.501955,0.501955,0.501955,1.000001,1.5107590000000004,389.0,190.0,6.0,
BN_radical_complex_r,BN_00389_00193,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00193_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7557,0.75,0.75,0.005700000000000038,0.0,28,0.37098,0.380425,0.380425,0.999999,1.319473,389.0,193.0,2.0,
BN_radical_complex_r,BN_00389_00194,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00194_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7553,0.75,0.75,0.005299999999999971,0.0,21,0.414999,0.414999,0.414999,0.9999999999999999,1.2844079999999998,389.0,194.0,2.0,
BN_radical_complex_r,BN_00389_00195,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00195_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7544,0.75,0.75,0.0043999999999999595,0.0,29,0.289303,0.431068,0.431068,1.0000010000000001,1.244275,389.0,195.0,2.0,
BN_radical_complex_r,BN_00389_00205,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00205_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7633,0.7501,0.7501,0.013299999999999979,9.999999999998899e-05,29,0.556942,0.556942,0.556942,1.0000010000000001,1.5475750000000001,389.0,205.0,0.0,
BN_radical_complex_r,BN_00389_00208,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00208_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7602,0.7501,0.7501,0.010199999999999987,9.999999999998899e-05,21,0.424007,0.424007,0.424007,1.0000010000000001,1.3847330000000002,389.0,208.0,2.0,
BN_radical_complex_r,BN_00389_00209,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00209_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7632,0.7501,0.7501,0.01319999999999999,9.999999999998899e-05,15,0.425711,0.425711,0.425711,1.0,1.363518,389.0,209.0,2.0,
BN_radical_complex_r,BN_00389_00215,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00215_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7581,0.75,0.75,0.008099999999999996,0.0,28,0.630641,0.630641,0.630641,0.9999999999999999,1.4147020000000001,389.0,215.0,2.0,
BN_radical_complex_r,BN_00389_00220,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00220_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7569,0.75,0.75,0.006900000000000017,0.0,17,0.458235,0.458235,0.458235,1.0,1.283718,389.0,220.0,2.0,
BN_radical_complex_r,BN_00389_00230,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00230_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7734,0.7503,0.7503,0.023399999999999976,0.00029999999999996696,21,0.627278,0.627278,0.627278,1.0,1.49628,389.0,230.0,2.0,
BN_radical_complex_r,BN_00389_00232,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00232_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7695,0.7503,0.7503,0.019499999999999962,0.00029999999999996696,28,0.594452,0.594452,0.594452,0.9999979999999997,1.5579459999999998,389.0,232.0,5.0,
BN_radical_complex_r,BN_00389_00236,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00236_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.79,0.7511,0.7511,0.040000000000000036,0.0010999999999999899,18,0.277818,0.41272,0.41272,0.9999990000000001,1.8248710000000001,389.0,236.0,7.0,
BN_radical_complex_r,BN_00389_00237,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00237_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7949,0.7515,0.7515,0.04490000000000005,0.0014999999999999458,27,0.413284,0.413284,0.413284,1.0,2.103244,389.0,237.0,7.0,
BN_radical_complex_r,BN_00389_00258,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00258_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.8138,0.7527,0.7527,0.06379999999999997,0.0027000000000000357,19,0.227447,0.410292,0.410292,0.999998,2.423536,389.0,258.0,9.0,
BN_radical_complex_r,BN_00389_00260,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00260_r_0001.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7824,0.7508,0.7508,0.032399999999999984,0.0008000000000000229,29,0.611531,0.611531,0.611531,0.9999979999999999,1.9586379999999999,389.0,260.0,10.0,
BN_radical_complex_r,BN_00389_00266,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00266_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7879,0.7511,0.7511,0.037900000000000045,0.0010999999999999899,17,0.522316,0.522316,0.522316,0.9999989999999999,1.967335,389.0,266.0,5.0,
BN_radical_complex_r,BN_00389_00280,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00280_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.79,0.7512,0.7512,0.040000000000000036,0.0011999999999999789,22,0.239381,0.427494,0.427494,0.9999999999999997,1.9799480000000003,389.0,280.0,3.0,
BN_radical_complex_r,BN_00389_00294,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00294_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7812,0.7507,0.7507,0.031200000000000006,0.0007000000000000339,24,0.394965,0.423451,0.423451,1.0000019999999998,1.8104879999999999,389.0,294.0,3.0,
BN_radical_complex_r,BN_00389_00300,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00300_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.8059,0.7521,0.7521,0.05589999999999995,0.0020999999999999908,18,0.196976,0.445941,0.445941,0.999999,2.278531,389.0,300.0,8.0,
BN_radical_complex_r,BN_00389_00304,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00304_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7885,0.751,0.751,0.03849999999999998,0.0010000000000000009,20,0.272915,0.410726,0.410726,0.999999,1.816083,389.0,304.0,3.0,
BN_radical_complex_r,BN_00389_00307,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00307_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.8004,0.7521,0.7521,0.0504,0.0020999999999999908,20,0.260388,0.510412,0.510412,0.9999979999999998,2.362622,389.0,307.0,5.0,
BN_radical_complex_r,BN_00389_00308,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00308_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.8025,0.7521,0.7521,0.05249999999999999,0.0020999999999999908,21,0.231579,0.514435,0.514435,1.000001,2.399527,389.0,308.0,4.0,
BN_radical_complex_r,BN_00389_00312,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00312_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7926,0.7513,0.7513,0.04259999999999997,0.0012999999999999678,14,0.318087,0.45904,0.45904,1.000001,2.0089710000000003,389.0,312.0,2.0,
BN_radical_complex_r,BN_00389_00313,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00313_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7924,0.7514,0.7514,0.04239999999999999,0.0013999999999999568,20,0.193705,0.433111,0.433111,0.9999999999999998,2.052204,389.0,313.0,4.0,
BN_radical_complex_r,BN_00389_00315,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00315_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7898,0.7511,0.7511,0.03979999999999995,0.0010999999999999899,13,0.266818,0.49192,0.49192,1.000001,1.924599,389.0,315.0,1.0,
BN_radical_complex_r,BN_00389_00317,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00317_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7933,0.7513,0.7513,0.043300000000000005,0.0012999999999999678,14,0.317639,0.373905,0.373905,1.0000010000000001,1.8716169999999999,389.0,317.0,2.0,
BN_radical_complex_r,BN_00389_00322,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00322_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7817,0.7508,0.7508,0.03169999999999995,0.0008000000000000229,25,0.556986,0.556986,0.556986,1.000003,1.905809,389.0,322.0,2.0,
BN_radical_complex_r,BN_00389_00323,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00323_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7858,0.7509,0.7509,0.035800000000000054,0.0009000000000000119,22,0.490219,0.490219,0.490219,0.9999999999999999,1.9446880000000002,389.0,323.0,2.0,
BN_radical_complex_r,BN_00389_00324,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00324_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7939,0.7514,0.7514,0.04390000000000005,0.0013999999999999568,20,0.333803,0.44706,0.44706,0.9999999999999997,2.0364500000000003,389.0,324.0,3.0,
BN_radical_complex_r,BN_00389_00325,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00325_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7891,0.751,0.751,0.039100000000000024,0.0010000000000000009,17,0.356788,0.398695,0.398695,1.0,1.931514,389.0,325.0,4.0,
BN_radical_complex_r,BN_00389_00328,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00328_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7886,0.751,0.751,0.03859999999999997,0.0010000000000000009,14,0.246553,0.498195,0.498195,1.000001,1.8346050000000003,389.0,328.0,3.0,
BN_radical_complex_r,BN_00389_00329,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00329_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7982,0.7516,0.7516,0.04820000000000002,0.0016000000000000458,18,0.255937,0.49731,0.49731,1.0000010000000001,2.068665,389.0,329.0,2.0,
BN_radical_complex_r,BN_00389_00330,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00330_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7743,0.7505,0.7505,0.02429999999999999,0.0004999999999999449,25,0.510416,0.510416,0.510416,1.000003,1.730335,389.0,330.0,3.0,
BN_radical_complex_r,BN_00389_00331,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00331_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7893,0.7512,0.7512,0.0393,0.0011999999999999789,22,0.350622,0.379787,0.379787,1.000002,1.934498,389.0,331.0,2.0,
BN_radical_complex_r,BN_00389_00332,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00332_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7842,0.7509,0.7509,0.03420000000000001,0.0009000000000000119,13,0.263178,0.412721,0.412721,0.9999999999999999,1.7254159999999996,389.0,332.0,2.0,
BN_radical_complex_r,BN_00389_00333,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00333_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.799,0.7518,0.7518,0.049000000000000044,0.0018000000000000238,16,0.093287,0.474238,0.474238,1.0000010000000001,2.363557,389.0,333.0,3.0,
BN_radical_complex_r,BN_00389_00334,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00334_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7618,0.7501,0.7501,0.011800000000000033,9.999999999998899e-05,19,0.792533,0.792533,0.792533,0.999999,1.508269,389.0,334.0,2.0,
BN_radical_complex_r,BN_00389_00342,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00342_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7798,0.7504,0.7504,0.02980000000000005,0.00039999999999995595,19,0.499141,0.499141,0.499141,0.9999989999999999,1.573043,389.0,342.0,4.0,
BN_radical_complex_r,BN_00389_00348_Naid_00006,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r_d\B_00389_Nu_00348_Naid_00006_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7683,0.7502,0.7502,0.018299999999999983,0.00019999999999997797,25,0.690801,0.690801,0.690801,1.0,1.5644040000000001,389.0,348.0,6.0,
BN_radical_complex_r,BN_00389_00352_Naid_00007,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r_d\B_00389_Nu_00352_Naid_00007_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7813,0.7506,0.7506,0.031299999999999994,0.0006000000000000449,18,0.273383,0.449396,0.449396,0.9999990000000001,1.681193,389.0,352.0,7.0,
BN_radical_complex_r,BN_00389_00384,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00389_Nu_00384_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.787,0.7508,0.7508,0.03700000000000003,0.0008000000000000229,18,0.182764,0.364111,0.364111,1.0000000000000002,1.7352239999999999,389.0,384.0,6.0,
BN_radical_complex_r,BN_00390_00004,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00390_Nu_00004_r_0001.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7521,0.75,0.75,0.0020999999999999908,0.0,20,1.028618,1.028618,1.028618,1.0000019999999998,1.2182180000000002,390.0,4.0,1.0,
BN_radical_complex_r,BN_00390_00006,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00390_Nu_00006_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7552,0.75,0.75,0.005199999999999982,0.0,22,0.28734,0.438675,0.438675,0.9999999999999998,1.0270760000000003,390.0,6.0,5.0,
BN_radical_complex_r,BN_00390_00015,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00390_Nu_00015_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7521,0.75,0.75,0.0020999999999999908,0.0,22,1.016186,1.016186,1.016186,0.9999990000000002,1.163627,390.0,15.0,1.0,
BN_radical_complex_r,BN_00390_00022,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00390_Nu_00022_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7521,0.75,0.75,0.0020999999999999908,0.0,22,1.035819,1.035819,1.035819,1.000001,1.2253070000000001,390.0,22.0,3.0,
BN_radical_complex_r,BN_00390_00026,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00390_Nu_00026_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7519,0.75,0.75,0.0019000000000000128,0.0,20,1.046956,1.046956,1.046956,1.0000010000000004,1.2190749999999997,390.0,26.0,3.0,
BN_radical_complex_r,BN_00390_00027,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00390_Nu_00027_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7519,0.75,0.75,0.0019000000000000128,0.0,21,1.029479,1.029479,1.029479,1.0000019999999998,1.2328720000000002,390.0,27.0,4.0,
BN_radical_complex_r,BN_00390_00028,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00390_Nu_00028_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7525,0.75,0.75,0.0024999999999999467,0.0,23,0.893495,0.893495,0.893495,1.000002,1.1512380000000004,390.0,28.0,4.0,
BN_radical_complex_r,BN_00390_00049,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00390_Nu_00049_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.752,0.75,0.75,0.0020000000000000018,0.0,24,1.003173,1.003173,1.003173,1.0,1.4664340000000005,390.0,49.0,1.0,
BN_radical_complex_r,BN_00390_00051,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00390_Nu_00051_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7521,0.75,0.75,0.0020999999999999908,0.0,24,0.999327,0.999327,0.999327,1.0000000000000002,1.2358140000000002,390.0,51.0,1.0,
BN_radical_complex_r,BN_00390_00072,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00390_Nu_00072_r_0002.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7532,0.75,0.75,0.0031999999999999806,0.0,34,0.791802,0.791802,0.791802,1.0000030000000002,1.7733110000000003,390.0,72.0,3.0,
BN_radical_complex_r,BN_00390_00074,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00390_Nu_00074_r_0002.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7573,0.75,0.75,0.007299999999999973,0.0,19,0.484803,0.484803,0.484803,0.9999999999999999,1.0754420000000002,390.0,74.0,2.0,
BN_radical_complex_r,BN_00390_00076,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00390_Nu_00076_r_0001.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7533,0.75,0.75,0.0032999999999999696,0.0,43,0.711112,0.711112,0.711112,0.9999959999999998,2.51024,390.0,76.0,4.0,
BN_radical_complex_r,BN_00390_00080,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00390_Nu_00080_r_0001.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7525,0.75,0.75,0.0024999999999999467,0.0,18,0.659067,0.659067,0.659067,0.9999999999999999,1.263854,390.0,80.0,2.0,
BN_radical_complex_r,BN_00390_00085,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00390_Nu_00085_r_0001.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7534,0.75,0.75,0.0033999999999999586,0.0,43,0.845515,0.845515,0.845515,1.0000000000000002,1.7525080000000002,390.0,85.0,4.0,
BN_radical_complex_r,BN_00390_00137,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00390_Nu_00137_r_0003.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.754,0.75,0.75,0.0040000000000000036,0.0,38,0.472733,0.991467,-0.991467,0.999998,4.4015059999999995,390.0,137.0,5.0,
BN_radical_complex_r,BN_00390_00138,E:\work\B_Cl_Nu\Data\GS_SPE\B_N_r\B_00390_Nu_00138_r_0000.log,True,reactant_spe_logs_from_3_Build_DataBase_v1,0.0,True,0,2,0.75,0.7532,0.75,0.75,0.0031999999999999806,0.0,51,0.819034,0.819034,0.819034,1.0000019999999998,1.96651,390.0,138.0,4.0,
